사건,신고시각,출동시각,현장도착시각,구조완료시각,복귀시각,신고,출동,구조,복귀,현장시도명,현장시군구명,손상지역경도,손상지역위도,사고원인명,소방서명,센터명,처리결과구분명,계절명
1964,2023.7.10 0:52,2023.7.10 0:54,2023.7.10 0:59,2023.7.10 0:59,2023.7.10 1:07,0:02,0:05,0:00,0:08,서울특별시,마포구,126.9411472,37.53636535,기타 수난 ,영등포소방서,구조대,타기관 인계,여름
1965,2023.7.10 1:29,2023.7.10 1:31,2023.7.10 1:36,2023.7.10 1:40,2023.7.10 1:50,0:02,0:05,0:04,0:10,서울특별시,강동구,127.1155344,37.54234207,기타 수난 ,강동소방서,천호119안전센터,타기관 인계,여름
1966,2023.7.10 1:29,2023.7.10 1:31,2023.7.10 1:33,2023.7.10 1:40,2023.7.10 1:45,0:02,0:02,0:07,0:05,서울특별시,강동구,127.1155344,37.54234207,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,여름
1967,2023.7.10 2:50,2023.7.10 2:52,2023.7.10 2:57,2023.7.10 3:00,2023.7.10 3:10,0:02,0:05,0:03,0:10,서울특별시,송파구,127.0940171,37.52114622,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,여름
1968,2023.7.10 4:01,2023.7.10 4:03,2023.7.10 4:08,2023.7.10 4:11,2023.7.10 4:15,0:02,0:05,0:03,0:04,서울특별시,강동구,127.1144909,37.54437165,기타 수난 ,강동소방서,천호119안전센터,타기관 인계,여름
1969,2023.7.10 4:01,2023.7.10 4:03,2023.7.10 4:05,2023.7.10 4:08,2023.7.10 4:15,0:02,0:02,0:03,0:07,서울특별시,강동구,127.1144909,37.54437165,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,여름
1970,2023.7.10 5:51,2023.7.10 5:52,2023.7.10 6:00,2023.7.10 6:00,2023.7.10 6:10,0:01,0:08,0:00,0:10,서울특별시,서대문구,126.9428685,37.59159251,침수,서대문소방서,구조대,자체처리,여름
1971,2023.7.10 20:29,2023.7.10 20:32,2023.7.10 20:36,2023.7.10 20:45,2023.7.10 21:05,0:03,0:04,0:09,0:20,서울특별시,마포구,126.9411053,37.53656959,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,여름
1972,2023.7.10 20:29,2023.7.10 20:30,2023.7.10 20:33,2023.7.10 20:55,2023.7.10 21:10,0:01,0:03,0:22,0:15,서울특별시,마포구,126.9411053,37.53656959,기타 수난 ,마포소방서,염리119안전센터,타기관 인계,여름
1973,2023.7.10 21:02,2023.7.10 21:04,2023.7.10 21:07,2023.7.10 21:15,2023.7.10 21:20,0:02,0:03,0:08,0:05,서울특별시,동작구,126.9568969,37.51484067,기타 수난 ,동작소방서,노량진119안전센터,타기관 인계,여름
1974,2023.7.10 21:02,2023.7.10 21:04,2023.7.10 21:07,2023.7.10 21:12,2023.7.10 21:20,0:02,0:03,0:05,0:08,서울특별시,동작구,126.9568969,37.51484067,기타 수난 ,119특수구조단,반포수난구조대,타기관 인계,여름
1975,2023.7.10 21:19,2023.7.10 21:23,2023.7.10 21:30,2023.7.10 22:10,2023.7.10 22:25,0:04,0:07,0:40,0:15,서울특별시,영등포구,126.9294681,37.53098116,기타 수난 ,영등포소방서,구조대,구급대 인계,여름
1976,2023.7.10 21:50,2023.7.10 21:52,2023.7.10 21:57,2023.7.10 22:05,2023.7.10 22:20,0:02,0:05,0:08,0:15,서울특별시,용산구,127.0105567,37.52939839,기타 수난 ,119특수구조단,반포수난구조대,타기관 인계,여름
1977,2023.7.10 22:45,2023.7.10 22:47,2023.7.10 22:50,2023.7.10 22:51,2023.7.10 23:02,0:02,0:03,0:01,0:11,서울특별시,송파구,127.0914364,37.52452701,기타 수난 ,송파소방서,잠실119안전센터,타기관 인계,여름
1978,2023.7.10 22:45,2023.7.10 22:47,2023.7.10 22:49,2023.7.10 22:52,2023.7.10 23:00,0:02,0:02,0:03,0:08,서울특별시,송파구,127.0914364,37.52452701,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,여름
1979,2023.7.10 23:24,2023.7.10 23:25,2023.7.10 23:29,2023.7.10 23:33,2023.7.10 23:33,0:01,0:04,0:04,0:00,서울특별시,마포구,126.9409575,37.53653404,기타 수난 ,마포소방서,염리119안전센터,타기관 인계,여름
1980,2023.7.10 23:26,2023.7.10 23:33,2023.7.10 23:34,2023.7.10 23:45,2023.7.10 23:52,0:07,0:01,0:11,0:07,서울특별시,마포구,126.9414137,37.53656757,기타 수난 ,마포소방서,염리119안전센터,타기관 인계,여름
1981,2023.7.10 23:38,2023.7.10 23:40,2023.7.10 23:44,2023.7.10 23:44,2023.7.10 23:58,0:02,0:04,0:00,0:14,서울특별시,송파구,127.1028784,37.53507137,기타 수난 ,강동소방서,구조대,타기관 인계,여름
1982,2023.7.10 23:38,2023.7.10 23:40,2023.7.10 23:40,2023.7.10 23:40,2023.7.10 23:40,0:02,0:00,0:00,0:00,서울특별시,송파구,127.1028784,37.53507137,기타 수난 ,119특수구조단,뚝섬수난구조대,타 기관처리,여름
1983,2023.7.11 1:05,2023.7.11 1:06,2023.7.11 1:11,2023.7.11 1:20,2023.7.11 1:27,0:01,0:05,0:09,0:07,서울특별시,마포구,126.9411565,37.53664036,기타 수난 ,마포소방서,염리119안전센터,타기관 인계,여름
1984,2023.7.11 2:58,2023.7.11 2:59,2023.7.11 3:04,2023.7.11 3:15,2023.7.11 3:20,0:01,0:05,0:11,0:05,서울특별시,마포구,126.9413387,37.53649629,기타 수난 ,마포소방서,염리119안전센터,타기관 인계,여름
1985,2023.7.11 2:58,2023.7.11 2:59,2023.7.11 3:04,2023.7.11 3:13,2023.7.11 3:20,0:01,0:05,0:09,0:07,서울특별시,마포구,126.9413387,37.53649629,기타 수난 ,마포소방서,구조대,타기관 인계,여름
1986,2023.7.11 8:27,2023.7.11 8:28,2023.7.11 8:33,2023.7.11 8:40,2023.7.11 8:50,0:01,0:05,0:07,0:10,서울특별시,용산구,127.0112698,37.52907148,기타 수난 ,용산소방서,구조대,자체처리,여름
1987,2023.7.11 8:27,2023.7.11 8:28,2023.7.11 8:33,2023.7.11 8:33,2023.7.11 8:40,0:01,0:05,0:00,0:07,서울특별시,용산구,127.0112698,37.52907148,기타 수난 ,119특수구조단,반포수난구조대,타기관 인계,여름
1988,2023.7.11 9:58,2023.7.11 9:58,2023.7.11 10:03,2023.7.11 10:06,2023.7.11 10:40,0:00,0:05,0:03,0:34,서울특별시,강남구,127.0183206,37.52687411,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,여름
1989,2023.7.11 10:21,2023.7.11 10:21,2023.7.11 10:25,2023.7.11 10:25,2023.7.14 10:47,0:00,0:04,0:00,0:22,서울특별시,송파구,127.1079205,37.48927263,침수,송파소방서,가락119안전센터,안전조치,여름
1990,2023.7.11 12:10,2023.7.11 12:11,2023.7.11 12:14,2023.7.11 12:14,2023.7.11 12:22,0:01,0:03,0:00,0:08,서울특별시,마포구,126.9280797,37.54185099,기타 수난 ,마포소방서,구조대,인명검색,여름
1991,2023.7.11 12:45,2023.7.11 12:48,2023.7.11 12:54,2023.7.11 12:55,2023.7.11 13:05,0:03,0:06,0:01,0:10,서울특별시,영등포구,126.9299795,37.53127645,기타 수난 ,마포소방서,구조대,안전조치,여름
1992,2023.7.11 14:48,2023.7.11 14:49,2023.7.11 14:59,2023.7.11 15:10,2023.7.11 15:20,0:01,0:10,0:11,0:10,서울특별시,구로구,126.8214937,37.47816339,고립,구로소방서,수궁119안전센터,구급대 인계,여름
1993,2023.7.11 15:36,2023.7.11 15:40,2023.7.11 15:44,2023.7.11 15:44,2023.7.11 15:57,0:04,0:04,0:00,0:13,서울특별시,동작구,126.9208315,37.50113881,침수,동작소방서,구조대,안전조치,여름
1994,2023.7.11 15:36,2023.7.11 15:40,2023.7.11 15:44,2023.7.11 15:44,2023.7.11 15:45,0:04,0:04,0:00,0:01,서울특별시,동작구,126.9208315,37.50113881,침수,영등포소방서,여의도119안전센터,차량,여름
1995,2023.7.11 15:41,2023.7.11 15:43,2023.7.11 15:48,2023.7.11 15:55,2023.7.11 16:00,0:02,0:05,0:07,0:05,서울특별시,성북구,127.0111194,37.58986889,수색,성북소방서,돈암119안전센터,타기관 인계,여름
1996,2023.7.11 15:42,2023.7.11 15:46,2023.7.11 15:51,2023.7.11 15:51,2023.7.11 16:13,0:04,0:05,0:00,0:22,서울특별시,동작구,126.9604921,37.49983805,기타 수난 ,영등포소방서,당산119안전센터,타기관 인계,여름
1997,2023.7.11 15:47,2023.7.11 15:49,2023.7.11 16:00,2023.7.11 16:00,2023.7.11 16:05,0:02,0:11,0:00,0:05,서울특별시,관악구,126.9137188,37.48077509,침수,양천소방서,신정119안전센터,타기관 인계,여름
1998,2023.7.11 16:05,2023.7.11 16:05,2023.7.11 16:17,2023.7.11 16:18,2023.7.11 16:50,0:00,0:12,0:01,0:32,서울특별시,강서구,,,침수,강서소방서,개화119안전센터,타기관 인계,여름
1999,2023.7.11 16:13,2023.7.11 16:14,2023.7.11 16:14,2023.7.11 16:14,2023.7.11 16:14,0:01,0:00,0:00,0:00,서울특별시,강서구,,,침수,강서소방서,방화119안전센터,자체처리,여름
2000,2023.7.11 16:14,2023.7.11 16:14,2023.7.11 16:20,2023.7.11 16:20,2023.7.11 16:40,0:00,0:06,0:00,0:20,서울특별시,송파구,,,침수,송파소방서,가락119안전센터,안전조치,여름
2001,2023.7.11 16:23,2023.7.11 16:26,2023.7.11 16:29,2023.7.11 16:55,2023.7.11 17:00,0:03,0:03,0:26,0:05,서울특별시,양천구,,,침수,양천소방서,신정119안전센터,시설물,여름
2002,2023.7.11 16:30,2023.7.11 16:33,2023.7.11 16:47,2023.7.11 16:53,2023.7.11 17:20,0:03,0:14,0:06,0:27,서울특별시,강남구,127.0571456,37.48178324,침수,강남소방서,구조대,타기관 인계,여름
2003,2023.7.11 16:33,2023.7.11 16:34,2023.7.11 16:40,2023.7.11 16:50,2023.7.11 17:00,0:01,0:06,0:10,0:10,서울특별시,강서구,126.8109634,37.57020408,침수,강서소방서,방화119안전센터,타기관 인계,여름
2004,2023.7.11 16:44,2023.7.11 16:47,2023.7.11 16:47,2023.7.11 16:47,2023.7.11 16:47,0:03,0:00,0:00,0:00,서울특별시,강남구,,,침수,강남소방서,수서119안전센터,타 기관처리,여름
2005,2023.7.11 16:50,2023.7.11 16:51,2023.7.11 16:55,2023.7.11 16:55,2023.7.11 18:20,0:01,0:04,0:00,1:25,서울특별시,송파구,127.1287008,37.48264531,침수,송파소방서,가락119안전센터,안전조치,여름
2006,2023.7.11 17:40,2023.7.11 17:41,2023.7.11 18:05,2023.7.11 18:45,2023.7.11 19:05,0:01,0:24,0:40,0:20,서울특별시,중랑구,,,침수,중랑소방서,현장대응단,안전조치,여름
2007,2023.7.11 20:02,2023.7.11 20:03,2023.7.11 20:08,2023.7.11 20:14,2023.7.11 20:30,0:01,0:05,0:06,0:16,서울특별시,금천구,126.9018421,37.4534171,침수,금천소방서,시흥119안전센터,기타활동,여름
2008,2023.7.12 2:21,2023.7.12 2:22,2023.7.12 2:27,2023.7.12 2:35,2023.7.12 2:45,0:01,0:05,0:08,0:10,서울특별시,동작구,126.9568679,37.51492535,기타 수난 ,용산소방서,구조대,타기관 인계,여름
2009,2023.7.12 5:21,2023.7.12 5:23,2023.7.12 5:24,2023.7.12 5:30,2023.7.12 5:40,0:02,0:01,0:06,0:10,서울특별시,강동구,127.1179405,37.54187559,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,여름
2010,2023.7.12 6:01,2023.7.12 6:04,2023.7.12 6:10,2023.7.12 6:45,2023.7.12 7:05,0:03,0:06,0:35,0:20,서울특별시,영등포구,126.8841392,37.55402284,기타 수난 ,강서소방서,구조대,기타안전조치,여름
2011,2023.7.12 10:52,2023.7.12 10:54,2023.7.12 11:00,2023.7.12 11:14,2023.7.12 11:20,0:02,0:06,0:14,0:06,서울특별시,강동구,127.1632307,37.5752086,기타 수난 ,119특수구조단,광나루수난구조대,인명검색,여름
2012,2023.7.12 12:25,2023.7.12 12:27,2023.7.12 12:32,2023.7.12 12:40,2023.7.12 12:45,0:02,0:05,0:08,0:05,서울특별시,송파구,127.0944239,37.52229331,기타 수난 ,119특수구조단,광나루수난구조대,구급대 인계,여름
2013,2023.7.12 16:27,2023.7.12 16:31,2023.7.12 16:37,2023.7.12 16:40,2023.7.12 16:50,0:04,0:06,0:03,0:10,서울특별시,송파구,127.0945855,37.52048156,고립,송파소방서,구조대,타 기관처리,여름
2014,2023.7.12 16:27,2023.7.12 16:31,2023.7.12 16:36,2023.7.12 16:43,2023.7.12 16:55,0:04,0:05,0:07,0:12,서울특별시,송파구,127.0945855,37.52048156,기타 수난 ,119특수구조단,광나루수난구조대,구급대 인계,여름
2015,2023.7.12 18:18,2023.7.12 18:21,2023.7.12 18:30,2023.7.12 19:03,2023.7.12 19:20,0:03,0:09,0:33,0:17,서울특별시,영등포구,126.9343071,37.52816186,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,여름
2016,2023.7.12 19:15,2023.7.12 19:16,2023.7.12 19:21,2023.7.12 19:23,2023.7.12 19:30,0:01,0:05,0:02,0:07,서울특별시,마포구,126.9412707,37.53653681,기타 수난 ,마포소방서,구조대,타기관 인계,여름
2017,2023.7.12 21:15,2023.7.12 21:19,2023.7.12 21:24,2023.7.12 21:35,2023.7.12 21:50,0:04,0:05,0:11,0:15,서울특별시,송파구,127.1243443,37.52621797,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,여름
2018,2023.7.12 21:15,2023.7.12 21:17,2023.7.12 21:22,2023.7.12 21:35,2023.7.12 21:47,0:02,0:05,0:13,0:12,서울특별시,마포구,127.1243443,37.52621797,기타 수난 ,마포소방서,구조대,타 기관처리,여름
2019,2023.7.12 22:19,2023.7.12 22:20,2023.7.12 22:26,2023.7.12 22:32,2023.7.12 22:55,0:01,0:06,0:06,0:23,서울특별시,마포구,126.9284308,37.5421767,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,여름
2020,2023.7.12 22:19,2023.7.12 22:20,2023.7.12 22:30,2023.7.12 22:35,2023.7.12 22:45,0:01,0:10,0:05,0:10,서울특별시,마포구,126.9284308,37.5421767,기타 수난 ,영등포소방서,구조대,인명검색,여름
2021,2023.7.12 22:19,2023.7.12 22:20,2023.7.12 22:26,2023.7.12 22:35,2023.7.12 22:40,0:01,0:06,0:09,0:05,서울특별시,마포구,126.9284308,37.5421767,기타 수난 ,마포소방서,구조대,타기관 인계,여름
2022,2023.7.12 22:44,2023.7.12 23:06,2023.7.12 23:13,2023.7.12 23:20,2023.7.12 23:30,0:22,0:07,0:07,0:10,서울특별시,영등포구,126.9370569,37.52458187,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,여름
2023,2023.7.12 22:44,2023.7.12 22:45,2023.7.12 22:50,2023.7.12 23:25,2023.7.12 23:35,0:01,0:05,0:35,0:10,서울특별시,영등포구,126.9370569,37.52458187,기타 수난 ,영등포소방서,구조대,인명검색,여름
2024,2023.7.12 23:08,2023.7.12 23:09,2023.7.12 23:14,2023.7.12 23:20,2023.7.12 23:25,0:01,0:05,0:06,0:05,서울특별시,마포구,126.9314189,37.54158871,기타 수난 ,마포소방서,구조대,기타안전조치,여름
2025,2023.7.13 2:40,2023.7.13 2:42,2023.7.13 2:45,2023.7.13 2:50,2023.7.13 2:57,0:02,0:03,0:05,0:07,서울특별시,서초구,126.980568,37.50592611,수색,용산소방서,서빙고119안전센터,타기관 인계,여름
2026,2023.7.13 2:40,2023.7.13 2:42,2023.7.13 2:45,2023.7.13 2:47,2023.7.13 3:00,0:02,0:03,0:02,0:13,서울특별시,서초구,126.980568,37.50592611,기타 수난 ,서초소방서,구조대,타기관 인계,여름
2027,2023.7.13 3:27,2023.7.13 3:28,2023.7.13 3:30,2023.7.13 3:34,2023.7.13 3:35,0:01,0:02,0:04,0:01,서울특별시,강동구,127.1161834,37.54371549,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,여름
2028,2023.7.13 16:37,2023.7.13 16:40,2023.7.13 16:47,2023.7.13 16:55,2023.7.13 17:05,0:03,0:07,0:08,0:10,서울특별시,송파구,127.0915972,37.5244046,기타 수난 ,강동소방서,구조대,인명검색,여름
2029,2023.7.13 16:37,2023.7.13 16:40,2023.7.13 16:45,2023.7.13 16:49,2023.7.13 17:00,0:03,0:05,0:04,0:11,서울특별시,송파구,127.0915972,37.5244046,기타 수난 ,119특수구조단,뚝섬수난구조대,자체처리,여름
2030,2023.7.13 22:18,2023.7.13 22:19,2023.7.13 22:35,2023.7.13 22:38,2023.7.13 22:55,0:01,0:16,0:03,0:17,서울특별시,강남구,127.0639238,37.52540032,수색,강남소방서,구조대,인명검색,여름
2031,2023.7.14 1:59,2023.7.14 2:01,2023.7.14 2:07,2023.7.14 2:25,2023.7.14 2:35,0:02,0:06,0:18,0:10,서울특별시,노원구,127.0585911,37.63298143,침수,노원소방서,월계119안전센터,안전조치,여름
2032,2023.7.14 2:06,2023.7.14 2:07,2023.7.14 2:15,2023.7.14 2:17,2023.7.14 2:35,0:01,0:08,0:02,0:18,서울특별시,송파구,127.0902211,37.52604316,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,여름
2033,2023.7.14 7:42,2023.7.14 7:44,2023.7.14 8:00,2023.7.14 8:13,2023.7.14 8:13,0:02,0:16,0:13,0:00,서울특별시,송파구,127.0818012,37.5186995,고립,송파소방서,구조대,자체처리,여름
2034,2023.7.14 8:06,2023.7.14 8:09,2023.7.14 8:16,2023.7.14 8:35,2023.7.14 8:40,0:03,0:07,0:19,0:05,서울특별시,동대문구,127.070841,37.57683895,침수,동대문소방서,현장대응단,시설물,여름
2035,2023.7.14 8:29,2023.7.14 8:32,2023.7.14 8:37,2023.7.14 8:40,2023.7.14 8:50,0:03,0:05,0:03,0:10,서울특별시,성동구,127.0348745,37.53664398,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,여름
2036,2023.7.14 8:35,2023.7.14 8:39,2023.7.14 8:48,2023.7.14 9:30,2023.7.14 9:50,0:04,0:09,0:42,0:20,서울특별시,용산구,126.9944948,37.51947807,침몰,용산소방서,서빙고119안전센터,자체처리,여름
2037,2023.7.14 8:35,2023.7.14 8:39,2023.7.14 8:48,2023.7.14 9:45,2023.7.14 10:30,0:04,0:09,0:57,0:45,서울특별시,용산구,126.9944948,37.51947807,고립,용산소방서,구조대,자체처리,여름
2038,2023.7.14 10:23,2023.7.14 10:24,2023.7.14 10:31,2023.7.14 10:44,2023.7.14 11:00,0:01,0:07,0:13,0:16,서울특별시,서초구,127.0078232,37.51883099,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,여름
2039,2023.7.14 10:29,2023.7.14 10:31,2023.7.14 10:36,2023.7.14 10:56,2023.7.14 11:03,0:02,0:05,0:20,0:07,서울특별시,강남구,127.0820789,37.48513764,침수,강남소방서,수서119안전센터,자체처리,여름
2040,2023.7.14 14:02,2023.7.14 14:03,2023.7.14 14:09,2023.7.14 14:09,2023.7.14 14:22,0:01,0:06,0:00,0:13,서울특별시,마포구,126.9410021,37.53651162,기타 수난 ,마포소방서,구조대,안전조치,여름
2041,2023.7.14 16:40,2023.7.14 16:40,2023.7.14 16:43,2023.7.14 16:48,2023.7.14 16:55,0:00,0:03,0:05,0:07,서울특별시,영등포구,126.9021199,37.54140573,수색,영등포소방서,구조대,타기관 인계,여름
2042,2023.7.14 16:48,2023.7.14 16:50,2023.7.14 16:54,2023.7.14 16:55,2023.7.14 17:00,0:02,0:04,0:01,0:05,서울특별시,송파구,127.091989,37.52399115,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,여름
2043,2023.7.14 16:48,2023.7.14 16:50,2023.7.14 16:53,2023.7.14 16:53,2023.7.14 17:05,0:02,0:03,0:00,0:12,서울특별시,송파구,127.091989,37.52399115,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,여름
2044,2023.7.14 17:02,2023.7.14 17:03,2023.7.14 17:11,2023.7.14 17:15,2023.7.14 17:30,0:01,0:08,0:04,0:15,서울특별시,강남구,127.0687202,37.49189317,기타 수난 ,강남소방서,구조대,공동대응,여름
2045,2023.7.14 21:39,2023.7.14 21:42,2023.7.14 21:50,2023.7.14 21:57,2023.7.14 22:05,0:03,0:08,0:07,0:08,서울특별시,동대문구,127.0653851,37.59690995,침수,동대문소방서,휘경119안전센터,기타안전조치,여름
2046,2023.7.15 1:14,2023.7.15 1:18,2023.7.15 1:22,2023.7.15 1:23,2023.7.15 1:30,0:04,0:04,0:01,0:07,서울특별시,마포구,126.9409981,37.53656759,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,여름
2047,2023.7.15 1:24,2023.7.15 1:26,2023.7.15 1:31,2023.7.15 1:50,2023.7.15 2:00,0:02,0:05,0:19,0:10,서울특별시,동대문구,127.0712055,37.57269475,기타 수난 ,중랑소방서,면목119안전센터,안전조치,여름
2048,2023.7.15 2:12,2023.7.15 2:13,2023.7.15 2:16,2023.7.15 2:30,2023.7.15 2:40,0:01,0:03,0:14,0:10,서울특별시,노원구,127.0720347,37.65780212,익수,노원소방서,상계119안전센터,인명검색,여름
2049,2023.7.15 9:55,2023.7.15 9:58,2023.7.15 10:00,2023.7.15 10:45,2023.7.15 10:49,0:03,0:02,0:45,0:04,서울특별시,강서구,126.8777181,37.55199539,기타 수난 ,강서소방서,구조대,인명검색,여름
2050,2023.7.15 10:48,2023.7.15 10:49,2023.7.15 10:55,2023.7.15 10:58,2023.7.15 12:07,0:01,0:06,0:03,1:09,서울특별시,강서구,126.87712,37.55321616,기타 수난 ,강서소방서,구조대,기타안전조치,여름
2051,2023.7.15 10:48,2023.7.15 10:49,2023.7.15 10:54,2023.7.15 10:58,2023.7.15 11:05,0:01,0:05,0:04,0:07,서울특별시,강서구,126.87712,37.55321616,익수,양천소방서,구조대,오인신고,여름
2052,2023.7.15 12:12,2023.7.15 12:13,2023.7.15 12:17,2023.7.15 12:20,2023.7.15 12:30,0:01,0:04,0:03,0:10,서울특별시,서초구,126.9965205,37.51311626,수색,용산소방서,서빙고119안전센터,오인신고,여름
2053,2023.7.15 12:12,2023.7.15 12:13,2023.7.15 12:17,2023.7.15 12:30,2023.7.15 12:40,0:01,0:04,0:13,0:10,서울특별시,서초구,126.9965205,37.51311626,기타 수난 ,119특수구조단,뚝섬수난구조대,자체처리,여름
2054,2023.7.15 12:12,2023.7.15 12:13,2023.7.15 12:17,2023.7.15 12:20,2023.7.15 12:25,0:01,0:04,0:03,0:05,서울특별시,서초구,126.9965205,37.51311626,기타 수난 ,119특수구조단,반포수난구조대,기타안전조치,여름
2055,2023.7.15 16:09,2023.7.15 16:10,2023.7.15 16:18,2023.7.15 16:30,2023.7.15 16:40,0:01,0:08,0:12,0:10,서울특별시,성동구,127.030921,37.54579409,수색,성동소방서,구조대,인명검색,여름
2056,2023.7.15 20:43,2023.7.15 20:44,2023.7.15 20:49,2023.7.15 20:49,2023.7.15 21:00,0:01,0:05,0:00,0:11,서울특별시,영등포구,126.9352199,37.5282552,기타 수난 ,영등포소방서,구조대,타기관 인계,여름
2057,2023.7.16 2:36,2023.7.16 2:38,2023.7.16 2:39,2023.7.16 3:00,2023.7.16 3:05,0:02,0:01,0:21,0:05,서울특별시,용산구,127.0111303,37.52893076,기타 수난 ,용산소방서,이태원119안전센터,인명검색,여름
2058,2023.7.16 2:36,2023.7.16 2:38,2023.7.16 2:39,2023.7.16 2:39,2023.7.16 2:39,0:02,0:01,0:00,0:00,서울특별시,용산구,127.0111303,37.52893076,기타 수난 ,119특수구조단,반포수난구조대,자체처리,여름
2059,2023.7.16 3:26,2023.7.16 3:29,2023.7.16 3:33,2023.7.16 3:46,2023.7.16 3:50,0:03,0:04,0:13,0:04,서울특별시,서초구,126.9806819,37.50581833,기타 수난 ,119특수구조단,반포수난구조대,인명검색,여름
2060,2023.7.16 3:46,2023.7.16 3:47,2023.7.16 3:53,2023.7.16 3:55,2023.7.16 4:00,0:01,0:06,0:02,0:05,서울특별시,강동구,127.1145282,37.5443666,기타 수난 ,강동소방서,천호119안전센터,타기관 인계,여름
2061,2023.7.16 5:11,2023.7.16 5:12,2023.7.16 5:17,2023.7.16 5:17,2023.7.16 5:20,0:01,0:05,0:00,0:03,서울특별시,마포구,126.9412735,37.53670158,기타 수난 ,마포소방서,구조대,타기관 인계,여름
2062,2023.7.16 5:29,2023.7.16 5:30,2023.7.16 5:41,2023.7.16 5:41,2023.7.16 5:50,0:01,0:11,0:00,0:09,서울특별시,마포구,126.8906595,37.55125061,기타 수난 ,마포소방서,구조대,타기관 인계,여름
2063,2023.7.16 6:02,2023.7.16 6:03,2023.7.16 6:03,2023.7.16 6:03,2023.7.16 6:20,0:01,0:00,0:00,0:17,서울특별시,강남구,127.0556209,37.52729362,수색,강남소방서,구조대,타 기관처리,여름
2064,2023.7.16 8:37,2023.7.16 8:39,2023.7.16 8:43,2023.7.16 8:45,2023.7.16 9:10,0:02,0:04,0:02,0:25,서울특별시,마포구,126.9411841,37.53716892,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,여름
2065,2023.7.16 8:37,2023.7.16 8:39,2023.7.16 8:42,2023.7.16 8:48,2023.7.16 8:57,0:02,0:03,0:06,0:09,서울특별시,마포구,126.9411841,37.53716892,기타 수난 ,마포소방서,염리119안전센터,타기관 인계,여름
2066,2023.7.16 8:37,2023.7.16 8:39,2023.7.16 8:42,2023.7.16 8:50,2023.7.16 9:00,0:02,0:03,0:08,0:10,서울특별시,마포구,126.9411841,37.53716892,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,여름
2067,2023.7.16 12:11,2023.7.16 12:13,2023.7.16 12:18,2023.7.16 12:25,2023.7.16 12:35,0:02,0:05,0:07,0:10,서울특별시,송파구,127.1144011,37.54223314,익수,광진소방서,구조대,오인신고,여름
2068,2023.7.16 12:11,2023.7.16 12:13,2023.7.16 12:18,2023.7.16 12:25,2023.7.16 12:35,0:02,0:05,0:07,0:10,서울특별시,송파구,127.1144011,37.54223314,기타 수난 ,광진소방서,현장대응단,기타 구조활동,여름
2069,2023.7.16 12:11,2023.7.16 12:13,2023.7.16 12:18,2023.7.16 12:35,2023.7.16 12:45,0:02,0:05,0:17,0:10,서울특별시,송파구,127.1144011,37.54223314,기타 수난 ,119특수구조단,광나루수난구조대,기타안전조치,여름
2070,2023.7.16 12:52,2023.7.16 12:55,2023.7.16 13:07,2023.7.16 13:10,2023.7.16 13:20,0:03,0:12,0:03,0:10,서울특별시,관악구,126.9791358,37.47289265,침수,관악소방서,구조대,안전조치,여름
2071,2023.7.16 14:19,2023.7.16 14:21,2023.7.16 14:27,2023.7.16 14:33,2023.7.16 14:50,0:02,0:06,0:06,0:17,서울특별시,강동구,127.1158412,37.54249701,고립,강동소방서,천호119안전센터,타기관 인계,여름
2072,2023.7.16 15:01,2023.7.16 15:02,2023.7.16 15:02,2023.7.16 15:40,2023.7.16 15:40,0:01,0:00,0:38,0:00,서울특별시,송파구,127.0988669,37.52847097,수색,119특수구조단,광나루수난구조대,인명검색,여름
2073,2023.7.16 16:14,2023.7.16 16:51,2023.7.16 16:54,2023.7.16 17:05,2023.7.16 17:11,0:37,0:03,0:11,0:06,서울특별시,성동구,127.0283927,37.54576509,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,여름
2074,2023.7.16 18:57,2023.7.16 19:00,2023.7.16 19:05,2023.7.16 19:10,2023.7.16 19:18,0:03,0:05,0:05,0:08,서울특별시,마포구,126.9410283,37.53651698,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,여름
