사건,신고시각,출동시각,현장도착시각,구조완료시각,복귀시각,신고,출동,구조,복귀,현장시도명,현장시군구명,손상지역경도,손상지역위도,사고원인명,소방서명,센터명,처리결과구분명,계절명
103,2023.1.13 7:38,2023.1.13 7:39,2023.1.13 7:43,2023.1.17 7:56,2023.1.17 8:05,0:01,0:04,0:13,0:09,서울특별시,강남구,127.0663207,37.5174934,침수,강남소방서,구조대,기타안전조치,겨울
104,2023.1.13 12:42,2023.1.13 12:44,2023.1.13 12:51,2023.1.13 14:00,2023.1.13 14:00,0:02,0:07,1:09,0:00,서울특별시,동대문구,127.0544131,37.57930192,침수,동대문소방서,전농119안전센터,안전조치,겨울
105,2023.1.13 13:18,2023.1.13 13:19,2023.1.13 13:25,2023.1.13 13:25,2023.1.13 13:35,0:01,0:06,0:00,0:10,서울특별시,광진구,127.078422,37.57184368,기타 수난 ,광진소방서,구조대,타 기관처리,겨울
106,2023.1.13 13:50,2023.1.13 13:51,2023.1.13 13:56,2023.1.13 14:17,2023.1.13 14:25,0:01,0:05,0:21,0:08,서울특별시,동작구,126.9572491,37.51456018,기타 수난 ,용산소방서,구조대,타기관 인계,겨울
107,2023.1.13 13:50,2023.1.13 13:51,2023.1.13 13:56,2023.1.13 13:57,2023.1.13 14:05,0:01,0:05,0:01,0:08,서울특별시,동작구,126.9572491,37.51456018,기타 수난 ,119특수구조단,반포수난구조대,타기관 인계,겨울
108,2023.1.13 14:27,2023.1.13 14:28,2023.1.13 14:33,2023.1.13 14:36,2023.1.13 14:50,0:01,0:05,0:03,0:14,서울특별시,송파구,127.103852,37.53412862,기타 수난 ,광진소방서,구조대,인명검색,겨울
109,2023.1.13 19:19,2023.1.13 19:20,2023.1.13 19:25,2023.1.13 19:36,2023.1.13 19:37,0:01,0:05,0:11,0:01,서울특별시,영등포구,126.9033168,37.54261409,기타 수난 ,마포소방서,구조대,안전조치,겨울
110,2023.1.13 19:19,2023.1.13 19:20,2023.1.13 19:25,2023.1.13 19:25,2023.1.13 19:30,0:01,0:05,0:00,0:05,서울특별시,마포구,126.9033168,37.54261409,기타 수난 ,서대문소방서,구조대,타 기관처리,겨울
111,2023.1.13 19:35,2023.1.13 19:37,2023.1.13 19:41,2023.1.13 19:55,2023.1.13 20:00,0:02,0:04,0:14,0:05,서울특별시,마포구,126.9410204,37.5365013,기타 수난 ,용산소방서,구조대,자체처리,겨울
112,2023.1.13 19:35,2023.1.13 19:37,2023.1.13 19:43,2023.1.13 19:44,2023.1.13 19:48,0:02,0:06,0:01,0:04,서울특별시,마포구,126.9410204,37.5365013,기타 수난 ,마포소방서,구조대,안전조치,겨울
113,2023.1.13 20:10,2023.1.13 20:11,2023.1.13 20:20,2023.1.13 20:20,2023.1.13 20:30,0:01,0:09,0:00,0:10,서울특별시,송파구,127.0914945,37.52453031,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,겨울
114,2023.1.13 20:10,2023.1.13 20:11,2023.1.13 20:15,2023.1.13 20:20,2023.1.13 20:40,0:01,0:04,0:05,0:20,서울특별시,송파구,127.0914945,37.52453031,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,겨울
115,2023.1.13 22:35,2023.1.13 22:36,2023.1.13 22:42,2023.1.13 22:43,2023.1.13 22:50,0:01,0:06,0:01,0:07,서울특별시,영등포구,126.9033243,37.54256615,수색,영등포소방서,구조대,자체처리,겨울
116,2023.1.13 23:41,2023.1.13 23:42,2023.1.13 23:54,2023.1.13 23:54,2023.1.14 0:10,0:01,0:12,0:00,0:16,서울특별시,성동구,127.0193537,37.54088776,익수,119특수구조단,뚝섬수난구조대,타기관 인계,겨울
117,2023.1.13 23:41,2023.1.13 23:42,2023.1.13 23:47,2023.1.13 23:54,2023.1.14 8:04,0:01,0:05,0:07,8:10,서울특별시,성동구,127.0193537,37.54088776,익수,성동소방서,금호119안전센터,구급대 인계,겨울
118,2023.1.13 23:41,2023.1.13 23:42,2023.1.13 23:49,2023.1.13 23:54,2023.1.14 0:10,0:01,0:07,0:05,0:16,서울특별시,성동구,127.0193537,37.54088776,익수,성동소방서,구조대,구급대 인계,겨울
119,2023.1.14 2:46,2023.1.14 2:46,2023.1.14 2:50,2023.1.14 3:10,2023.1.14 3:15,0:00,0:04,0:20,0:05,서울특별시,영등포구,126.9001199,37.53879574,기타 수난 ,마포소방서,구조대,안전조치,겨울
120,2023.1.14 3:00,2023.1.14 3:04,2023.1.14 3:07,2023.1.14 3:21,2023.1.14 3:35,0:04,0:03,0:14,0:14,서울특별시,송파구,127.1030537,37.53475589,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,겨울
121,2023.1.14 15:20,2023.1.14 15:21,2023.1.14 15:26,2023.1.14 15:33,2023.1.14 15:45,0:01,0:05,0:07,0:12,서울특별시,용산구,126.9506917,37.52956625,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,겨울
122,2023.1.14 15:20,2023.1.14 15:21,2023.1.14 15:25,2023.1.14 15:28,2023.1.14 15:50,0:01,0:04,0:03,0:22,서울특별시,용산구,126.9506917,37.52956625,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,겨울
123,2023.1.14 17:30,2023.1.14 17:33,2023.1.14 17:38,2023.1.14 17:38,2023.1.14 17:53,0:03,0:05,0:00,0:15,서울특별시,송파구,127.1143526,37.54218997,기타 수난 ,강동소방서,천호119안전센터,인명검색,겨울
124,2023.1.14 17:30,2023.1.14 17:33,2023.1.14 17:38,2023.1.14 17:50,2023.1.14 17:55,0:03,0:05,0:12,0:05,서울특별시,송파구,127.1143526,37.54218997,기타 수난 ,강동소방서,구조대,타 기관처리,겨울
125,2023.1.14 20:21,2023.1.14 20:23,2023.1.14 20:31,2023.1.14 21:05,2023.1.14 21:09,0:02,0:08,0:34,0:04,서울특별시,마포구,126.9323663,37.55644413,침수,마포소방서,서교119안전센터,기타안전조치,겨울
126,2023.1.15 2:19,2023.1.15 2:21,2023.1.15 2:26,2023.1.15 2:26,2023.1.15 2:40,0:02,0:05,0:00,0:14,서울특별시,강동구,127.1166457,37.54372569,기타 수난 ,강동소방서,천호119안전센터,인명검색,겨울
127,2023.1.15 5:09,2023.1.15 5:11,2023.1.15 5:13,2023.1.15 5:15,2023.1.15 5:25,0:02,0:02,0:02,0:10,서울특별시,마포구,126.9283086,37.542189,기타 수난 ,119특수구조단,여의도수난구조대,기타안전조치,겨울
128,2023.1.15 6:29,2023.1.15 6:31,2023.1.15 6:40,2023.1.15 7:00,2023.1.15 7:10,0:02,0:09,0:20,0:10,서울특별시,영등포구,126.9020986,37.54032973,기타 수난 ,영등포소방서,구조대,인명검색,겨울
129,2023.1.15 6:29,2023.1.15 6:31,2023.1.15 6:35,2023.1.15 6:45,2023.1.15 6:50,0:02,0:04,0:10,0:05,서울특별시,영등포구,126.9020986,37.54032973,기타 수난 ,119특수구조단,여의도수난구조대,인명검색,겨울
130,2023.1.15 7:12,2023.1.15 7:16,2023.1.15 7:21,2023.1.15 7:33,2023.1.15 7:40,0:04,0:05,0:12,0:07,서울특별시,마포구,126.9425006,37.54465316,기타 수난 ,영등포소방서,여의도119안전센터,인명검색,겨울
131,2023.1.15 7:12,2023.1.15 7:16,2023.1.15 7:21,2023.1.15 7:31,2023.1.15 7:40,0:04,0:05,0:10,0:09,서울특별시,마포구,126.9425006,37.54465316,기타 수난 ,119특수구조단,여의도수난구조대,인명검색,겨울
132,2023.1.15 21:14,2023.1.15 21:15,2023.1.15 21:18,2023.1.15 21:18,2023.1.15 21:50,0:01,0:03,0:00,0:32,서울특별시,서초구,126.9807224,37.50607095,기타 수난 ,서초소방서,현장대응단,타기관 인계,겨울
133,2023.1.15 21:14,2023.1.15 21:15,2023.1.15 21:16,2023.1.15 21:30,2023.1.15 21:33,0:01,0:01,0:14,0:03,서울특별시,서초구,126.9807224,37.50607095,기타 수난 ,119특수구조단,반포수난구조대,타기관 인계,겨울
134,2023.1.15 21:26,2023.1.15 21:27,2023.1.15 21:32,2023.1.16 21:37,2023.1.16 21:45,0:01,0:05,0:05,0:08,서울특별시,마포구,126.9421202,37.53712035,수색,영등포소방서,구조대,타기관 인계,겨울
135,2023.1.16 2:26,2023.1.16 2:27,2023.1.16 2:32,2023.1.16 2:42,2023.1.16 2:50,0:01,0:05,0:10,0:08,서울특별시,영등포구,126.9295199,37.52918528,수색,영등포소방서,구조대,타기관 인계,겨울
136,2023.1.16 8:23,2023.1.16 8:23,2023.1.16 8:34,2023.1.16 10:30,2023.1.16 10:30,0:00,0:11,1:56,0:00,서울특별시,용산구,126.9546816,37.52238078,수색,용산소방서,이촌119안전센터,인명검색,겨울
137,2023.1.16 8:23,2023.1.16 8:23,2023.1.16 8:34,2023.1.16 10:30,2023.1.16 10:30,0:00,0:11,1:56,0:00,서울특별시,용산구,126.9546816,37.52238078,수색,119특수구조단,반포수난구조대,인명검색,겨울
138,2023.1.16 21:20,2023.1.16 21:21,2023.1.16 21:25,2023.1.16 21:36,2023.1.16 21:45,0:01,0:04,0:11,0:09,서울특별시,용산구,126.9605597,37.52110553,기타 수난 ,119특수구조단,반포수난구조대,타기관 인계,겨울
139,2023.1.17 3:56,2023.1.17 4:00,2023.1.17 4:05,2023.1.17 4:07,2023.1.17 4:15,0:04,0:05,0:02,0:08,서울특별시,마포구,126.9419615,37.53706791,기타 수난 ,마포소방서,구조대,타기관 인계,겨울
140,2023.1.17 7:23,2023.1.17 7:23,2023.1.17 7:28,2023.1.17 7:32,2023.1.17 7:44,0:00,0:05,0:04,0:12,서울특별시,마포구,126.9418554,37.5371478,기타 수난 ,영등포소방서,구조대,안전조치,겨울
141,2023.1.17 14:05,2023.1.17 14:08,2023.1.17 14:14,2023.1.17 14:25,2023.1.17 14:40,0:03,0:06,0:11,0:15,서울특별시,용산구,127.0123287,37.52996024,사체인양,119특수구조단,반포수난구조대,구급대 인계,겨울
142,2023.1.17 19:55,2023.1.17 19:56,2023.1.17 20:03,2023.1.17 20:10,2023.1.17 20:16,0:01,0:07,0:07,0:06,서울특별시,용산구,126.9491616,37.52885609,수색,영등포소방서,구조대,타기관 인계,겨울
143,2023.1.18 2:21,2023.1.18 2:24,2023.1.18 2:31,2023.1.18 2:31,2023.1.18 2:45,0:03,0:07,0:00,0:14,서울특별시,마포구,126.8933201,37.55583597,기타 수난 ,서대문소방서,구조대,자체처리,겨울
144,2023.1.18 2:21,2023.1.18 2:24,2023.1.18 2:29,2023.1.18 2:37,2023.1.18 2:45,0:03,0:05,0:08,0:08,서울특별시,마포구,126.8933201,37.55583597,수색,119특수구조단,여의도수난구조대,인명검색,겨울
145,2023.1.18 7:52,2023.1.18 7:54,2023.1.18 7:56,2023.1.18 8:05,2023.1.18 8:10,0:02,0:02,0:09,0:05,서울특별시,송파구,127.1163752,37.54132387,기타 수난 ,119특수구조단,광나루수난구조대,기타안전조치,겨울
146,2023.1.18 21:52,2023.1.18 21:55,2023.1.18 21:58,2023.1.18 22:05,2023.1.18 22:13,0:03,0:03,0:07,0:08,서울특별시,동작구,126.9575946,37.51446612,기타 수난 ,용산소방서,구조대,타기관 인계,겨울
147,2023.1.18 21:52,2023.1.18 21:55,2023.1.18 21:58,2023.1.18 22:05,2023.1.18 22:10,0:03,0:03,0:07,0:05,서울특별시,동작구,126.9575946,37.51446612,기타 수난 ,119특수구조단,반포수난구조대,타기관 인계,겨울
148,2023.1.18 22:05,2023.1.18 22:07,2023.1.18 22:11,2023.1.18 22:15,2023.1.18 22:30,0:02,0:04,0:04,0:15,서울특별시,영등포구,126.9200154,37.52211455,기타 수난 ,영등포소방서,구조대,인명검색,겨울
149,2023.1.18 22:07,2023.1.18 22:10,2023.1.18 22:14,2023.1.18 22:14,2023.1.18 22:20,0:03,0:04,0:00,0:06,서울특별시,영등포구,126.9419709,37.53684753,기타 수난 ,마포소방서,구조대,타기관 인계,겨울
150,2023.1.19 22:21,2023.1.19 22:22,2023.1.19 22:28,2023.1.19 22:31,2023.1.19 22:40,0:01,0:06,0:03,0:09,서울특별시,강동구,127.1162983,37.5426192,기타 수난 ,강동소방서,구조대,타 기관처리,겨울
151,2023.1.20 1:11,2023.1.20 1:12,2023.1.20 1:15,2023.1.20 1:23,2023.1.20 1:28,0:01,0:03,0:08,0:05,서울특별시,마포구,126.9438686,37.53573502,기타 수난 ,마포소방서,구조대,안전조치,겨울
152,2023.1.20 15:50,2023.1.20 15:53,2023.1.20 16:02,2023.1.20 16:13,2023.1.20 16:20,0:03,0:09,0:11,0:07,서울특별시,강서구,126.8738605,37.55729037,침몰,119특수구조단,여의도수난구조대,선박,겨울
153,2023.1.21 1:27,2023.1.21 1:27,2023.1.21 1:32,2023.1.21 1:33,2023.1.21 1:37,0:00,0:05,0:01,0:04,서울특별시,강동구,127.1144759,37.5443377,기타 수난 ,광진소방서,구조대,타 기관처리,겨울
154,2023.1.21 1:27,2023.1.21 1:27,2023.1.21 1:31,2023.1.21 1:31,2023.1.21 1:40,0:00,0:04,0:00,0:09,서울특별시,강동구,127.1144759,37.5443377,기타 수난 ,강동소방서,천호119안전센터,인명검색,겨울
155,2023.1.21 1:27,2023.1.21 1:27,2023.1.21 1:35,2023.1.21 1:40,2023.1.21 1:50,0:00,0:08,0:05,0:10,서울특별시,강동구,127.1144759,37.5443377,기타 수난 ,강동소방서,구조대,타기관 인계,겨울
156,2023.1.21 1:27,2023.1.21 1:27,2023.1.21 1:31,2023.1.21 1:35,2023.1.21 1:40,0:00,0:04,0:04,0:05,서울특별시,강동구,127.1144759,37.5443377,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,겨울
157,2023.1.21 3:52,2023.1.21 3:53,2023.1.21 4:03,2023.1.21 4:15,2023.1.21 4:20,0:01,0:10,0:12,0:05,서울특별시,송파구,127.0926757,37.51445285,기타 수난 ,송파소방서,종합운동장119안전센터,자체처리,겨울
158,2023.1.21 4:43,2023.1.21 4:45,2023.1.21 4:50,2023.1.21 4:55,2023.1.21 5:10,0:02,0:05,0:05,0:15,서울특별시,영등포구,126.9313323,37.52708293,기타 수난 ,영등포소방서,구조대,안전조치,겨울
159,2023.1.21 4:43,2023.1.21 4:45,2023.1.21 4:48,2023.1.21 4:50,2023.1.21 5:00,0:02,0:03,0:02,0:10,서울특별시,영등포구,126.9313323,37.52708293,기타 수난 ,119특수구조단,여의도수난구조대,기타안전조치,겨울
160,2023.1.21 11:15,2023.1.21 11:26,2023.1.21 11:38,2023.1.21 11:45,2023.1.21 11:55,0:11,0:12,0:07,0:10,서울특별시,마포구,126.8623995,37.5685911,수색,119특수구조단,반포수난구조대,인명검색,겨울
161,2023.1.22 7:30,2023.1.22 7:30,2023.1.22 7:34,2023.1.22 7:34,2023.1.22 7:40,0:00,0:04,0:00,0:06,서울특별시,영등포구,126.903308,37.54260052,수색,영등포소방서,구조대,오인신고,겨울
162,2023.1.22 14:48,2023.1.22 14:49,2023.1.22 14:54,2023.1.22 14:56,2023.1.22 15:02,0:01,0:05,0:02,0:06,서울특별시,송파구,127.1127696,37.54297323,익수,강동소방서,천호119안전센터,타 기관처리,겨울
163,2023.1.22 14:48,2023.1.22 14:49,2023.1.22 14:54,2023.1.22 14:56,2023.1.22 15:15,0:01,0:05,0:02,0:19,서울특별시,송파구,127.1127696,37.54297323,익수,강동소방서,구조대,구급대 인계,겨울
164,2023.1.22 14:48,2023.1.22 14:49,2023.1.22 14:53,2023.1.22 14:54,2023.1.22 15:00,0:01,0:04,0:01,0:06,서울특별시,송파구,127.1127696,37.54297323,기타 수난 ,119특수구조단,광나루수난구조대,구급대 인계,겨울
165,2023.1.22 18:30,2023.1.22 18:33,2023.1.22 18:36,2023.1.22 18:37,2023.1.22 18:54,0:03,0:03,0:01,0:17,서울특별시,종로구,126.969909,37.57746539,기타 수난 ,종로소방서,신교119안전센터,시설물,겨울
166,2023.1.22 21:06,2023.1.22 21:08,2023.1.22 21:11,2023.1.22 21:11,2023.1.22 21:20,0:02,0:03,0:00,0:09,서울특별시,마포구,126.9283583,37.54198856,기타 수난 ,마포소방서,구조대,타기관 인계,겨울
167,2023.1.23 1:04,2023.1.23 1:05,2023.1.23 1:10,2023.1.23 1:11,2023.1.23 1:20,0:01,0:05,0:01,0:09,서울특별시,마포구,126.9409482,37.53669882,기타 수난 ,마포소방서,구조대,타기관 인계,겨울
168,2023.1.23 1:04,2023.1.23 1:05,2023.1.23 1:09,2023.1.23 1:11,2023.1.23 1:16,0:01,0:04,0:02,0:05,서울특별시,마포구,126.9409482,37.53669882,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,겨울
169,2023.1.23 1:10,2023.1.23 1:12,2023.1.23 1:18,2023.1.23 1:26,2023.1.23 1:32,0:02,0:06,0:08,0:06,서울특별시,성동구,127.0353246,37.53948215,기타 수난 ,119특수구조단,뚝섬수난구조대,기타안전조치,겨울
170,2023.1.23 12:23,2023.1.23 12:23,2023.1.23 12:27,2023.1.23 13:00,2023.1.23 13:05,0:00,0:04,0:33,0:05,서울특별시,서초구,126.9830199,37.49150541,침수,서초소방서,현장대응단,기타안전조치,겨울
171,2023.1.23 20:01,2023.1.23 20:04,2023.1.23 20:15,2023.1.23 20:15,2023.1.23 20:25,0:03,0:11,0:00,0:10,서울특별시,용산구,127.0109321,37.52830709,기타 수난 ,서초소방서,구조대,타기관 인계,겨울
172,2023.1.23 20:01,2023.1.23 20:02,2023.1.23 20:06,2023.1.23 20:20,2023.1.23 20:30,0:01,0:04,0:14,0:10,서울특별시,용산구,127.0109321,37.52830709,기타 수난 ,119특수구조단,뚝섬수난구조대,인명검색,겨울
173,2023.1.23 20:01,2023.1.23 20:04,2023.1.23 20:09,2023.1.23 20:17,2023.1.23 20:25,0:03,0:05,0:08,0:08,서울특별시,용산구,127.0109321,37.52830709,수색,119특수구조단,반포수난구조대,타기관 인계,겨울
174,2023.1.23 21:57,2023.1.23 21:59,2023.1.23 22:00,2023.1.23 22:30,2023.1.23 22:35,0:02,0:01,0:30,0:05,서울특별시,광진구,127.0730737,37.52940118,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,겨울
175,2023.1.24 10:39,2023.1.24 10:41,2023.1.24 10:46,2023.1.24 11:00,2023.1.24 11:05,0:02,0:05,0:14,0:05,서울특별시,용산구,127.0107781,37.52903734,기타 수난 ,용산소방서,구조대,자체처리,겨울
176,2023.1.24 10:39,2023.1.24 10:41,2023.1.24 10:45,2023.1.24 10:50,2023.1.24 11:00,0:02,0:04,0:05,0:10,서울특별시,용산구,127.0107781,37.52903734,기타 수난 ,119특수구조단,반포수난구조대,타기관 인계,겨울
177,2023.1.25 11:52,2023.1.25 11:53,2023.1.25 11:57,2023.1.25 12:00,2023.1.25 12:06,0:01,0:04,0:03,0:06,서울특별시,마포구,126.9418922,37.53689054,기타 수난 ,마포소방서,구조대,안전조치,겨울
178,2023.1.25 11:52,2023.1.25 11:53,2023.1.25 11:57,2023.1.25 12:05,2023.1.25 12:30,0:01,0:04,0:08,0:25,서울특별시,마포구,126.9418922,37.53689054,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,겨울
179,2023.1.25 13:09,2023.1.25 13:10,2023.1.25 13:15,2023.1.25 13:20,2023.1.25 13:30,0:01,0:05,0:05,0:10,서울특별시,서초구,126.9806624,37.50558023,기타 수난 ,서초소방서,구조대,타기관 인계,겨울
180,2023.1.25 13:09,2023.1.25 13:10,2023.1.25 13:11,2023.1.25 13:15,2023.1.25 13:20,0:01,0:01,0:04,0:05,서울특별시,서초구,126.9806624,37.50558023,기타 수난 ,119특수구조단,반포수난구조대,타기관 인계,겨울
181,2023.1.25 15:26,2023.1.25 15:29,2023.1.25 15:35,2023.1.25 16:25,2023.1.25 16:25,0:03,0:06,0:50,0:00,서울특별시,용산구,126.950728,37.52955528,기타 수난 ,119특수구조단,여의도수난구조대,기타안전조치,겨울
182,2023.1.25 16:50,2023.1.25 16:52,2023.1.25 17:00,2023.1.25 17:45,2023.1.25 18:00,0:02,0:08,0:45,0:15,서울특별시,강남구,127.0206846,37.5300201,기타 수난 ,119특수구조단,뚝섬수난구조대,인명검색,겨울
183,2023.1.25 21:43,2023.1.25 21:43,2023.1.25 21:44,2023.1.25 21:50,2023.1.25 22:00,0:00,0:01,0:06,0:10,서울특별시,광진구,127.065553,37.52946167,기타 수난 ,119특수구조단,뚝섬수난구조대,구급대 인계,겨울
184,2023.1.26 14:07,2023.1.26 14:09,2023.1.26 14:15,2023.1.26 14:35,2023.1.26 14:40,0:02,0:06,0:20,0:05,서울특별시,서초구,126.9983523,37.49976696,기타 수난 ,서초소방서,현장대응단,기타안전조치,겨울
185,2023.1.26 18:51,2023.1.26 18:56,2023.1.26 19:02,2023.1.26 19:10,2023.1.26 19:25,0:05,0:06,0:08,0:15,서울특별시,마포구,126.9105825,37.54920579,기타 수난 ,마포소방서,구조대,타기관 인계,겨울
186,2023.1.26 18:55,2023.1.26 18:57,2023.1.26 19:02,2023.1.26 19:13,2023.1.26 19:20,0:02,0:05,0:11,0:07,서울특별시,영등포구,126.9019154,37.54148159,기타 수난 ,영등포소방서,당산119안전센터,타기관 인계,겨울
187,2023.1.26 18:55,2023.1.26 18:57,2023.1.26 19:02,2023.1.26 19:13,2023.1.26 19:30,0:02,0:05,0:11,0:17,서울특별시,영등포구,126.9019154,37.54148159,기타 수난 ,영등포소방서,구조대,타기관 인계,겨울
188,2023.1.26 18:55,2023.1.26 18:57,2023.1.26 19:00,2023.1.26 19:03,2023.1.26 19:20,0:02,0:03,0:03,0:17,서울특별시,영등포구,126.9019154,37.54148159,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,겨울
189,2023.1.26 19:55,2023.1.26 19:57,2023.1.26 20:04,2023.1.26 20:36,2023.1.26 20:42,0:02,0:07,0:32,0:06,서울특별시,관악구,126.9344599,37.47709493,침수,관악소방서,신림119안전센터,자체처리,겨울
190,2023.1.26 20:16,2023.1.26 20:17,2023.1.26 20:25,2023.1.26 21:00,2023.1.26 21:10,0:01,0:08,0:35,0:10,서울특별시,구로구,126.8764206,37.49774757,침수,구로소방서,구로119안전센터,안전조치,겨울
191,2023.1.26 22:10,2023.1.26 22:12,2023.1.26 22:15,2023.1.26 22:45,2023.1.26 22:50,0:02,0:03,0:30,0:05,서울특별시,중구,126.9779965,37.56208673,기타 수난 ,중부소방서,회현119안전센터,기타안전조치,겨울
192,2023.1.28 0:36,2023.1.28 0:38,2023.1.28 0:42,2023.1.28 0:45,2023.1.28 1:00,0:02,0:04,0:03,0:15,서울특별시,서초구,126.9807991,37.50637573,기타 수난 ,용산소방서,구조대,타기관 인계,겨울
193,2023.1.28 0:36,2023.1.28 0:38,2023.1.28 0:42,2023.1.28 0:52,2023.1.28 1:00,0:02,0:04,0:10,0:08,서울특별시,서초구,126.9807991,37.50637573,수색,119특수구조단,반포수난구조대,구급대 인계,겨울
194,2023.1.28 1:02,2023.1.28 1:04,2023.1.28 1:10,2023.1.28 1:12,2023.1.28 1:25,0:02,0:06,0:02,0:13,서울특별시,마포구,126.941559,37.53689735,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,겨울
195,2023.1.28 1:02,2023.1.28 1:04,2023.1.28 1:09,2023.1.28 1:12,2023.1.28 1:24,0:02,0:05,0:03,0:12,서울특별시,마포구,126.941559,37.53689735,기타 수난 ,영등포소방서,구조대,인명검색,겨울
196,2023.1.28 12:39,2023.1.28 12:41,2023.1.28 12:41,2023.1.28 13:35,2023.1.28 13:40,0:02,0:00,0:54,0:05,서울특별시,광진구,127.0572196,37.53001326,기타 수난 ,119특수구조단,뚝섬수난구조대,인명검색,겨울
197,2023.1.28 13:48,2023.1.28 13:48,2023.1.28 13:53,2023.1.28 13:59,2023.1.28 14:05,0:00,0:05,0:06,0:06,서울특별시,강동구,127.1107788,37.54331,기타 수난 ,강동소방서,천호119안전센터,타기관 인계,겨울
198,2023.1.28 13:48,2023.1.28 13:48,2023.1.28 13:53,2023.1.28 13:56,2023.1.28 14:00,0:00,0:05,0:03,0:04,서울특별시,강동구,127.1107788,37.54331,기타 수난 ,강동소방서,구조대,타 기관처리,겨울
199,2023.1.28 13:48,2023.1.28 13:48,2023.1.28 13:53,2023.1.28 13:54,2023.1.28 14:05,0:00,0:05,0:01,0:11,서울특별시,강동구,127.1107788,37.54331,수색,119특수구조단,광나루수난구조대,타기관 인계,겨울
200,2023.1.28 15:56,2023.1.28 15:58,2023.1.28 15:58,2023.1.28 16:20,2023.1.28 16:30,0:02,0:00,0:22,0:10,서울특별시,강남구,127.0560453,37.52810706,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,겨울
201,2023.1.28 16:22,2023.1.28 16:24,2023.1.28 16:30,2023.1.28 16:35,2023.1.28 17:00,0:02,0:06,0:05,0:25,서울특별시,마포구,126.9405852,37.53702833,기타 수난 ,마포소방서,구조대,타기관 인계,겨울
